date,description,amount
2026-01-09,CHIPOTLE MEXICAN #157,-21.6
2026-01-09,CHEVRON FUEL,-79.68
2026-01-10,HULU SUBSCRIPTION,-20.24
2026-01-10,STARBUCKS #864,-12.03
2026-01-10,DUNKIN DONUTS #272,-11.53
2026-01-10,TRADER JOES,-69.5
2026-01-10,CHEVRON FUEL,-74.68
2026-01-10,CVS PHARMACY,-50.34
2026-01-11,DUNKIN DONUTS #760,-15.67
2026-01-11,CHIPOTLE MEXICAN #572,-27.59
2026-01-11,PANERA BREAD #616,-33.44
2026-01-12,AMAZON PRIME MEMBERSHIP,-28.48
2026-01-12,UNKNOWN APP PURCHASE,-4.04
2026-01-12,WHOLE FOODS MARKET,-89.4
2026-01-12,SHELL GAS STATION,-63.32
2026-01-12,SHELL GAS STATION,-68.62
2026-01-13,STARBUCKS #794,-10.16
2026-01-13,STARBUCKS #645,-9.29
2026-01-13,WHOLE FOODS MARKET,-95.01
2026-01-14,STARBUCKS #420,-8.99
2026-01-14,CHIPOTLE MEXICAN #693,-24.36
2026-01-14,CHIPOTLE MEXICAN #678,-27.78
2026-01-14,CHIPOTLE MEXICAN #746,-23.45
2026-01-14,PANERA BREAD #910,-22.36
2026-01-14,PANERA BREAD #957,-24.8
2026-01-14,WHOLE FOODS MARKET,-105.25
2026-01-15,ELECTRIC COMPANY - MONTHLY,-173.7
2026-01-15,GAS UTILITY BILL,-90.25
2026-01-15,PAYCHECK - DIRECT DEPOSIT,3200
2026-01-15,STARBUCKS #379,-11.08
2026-01-15,DUNKIN DONUTS #457,-10.94
2026-01-15,PANERA BREAD #163,-18.52
2026-01-15,CHEVRON FUEL,-54.49
2026-01-15,WENDYS,-45.9
2026-01-16,WHOLE FOODS MARKET,-76.83
2026-01-16,TRADER JOES,-73.35
2026-01-16,MINI GOLF,-88.03
2026-01-17,STARBUCKS #259,-19.02
2026-01-17,STARBUCKS #415,-16.17
2026-01-17,STARBUCKS #826,-16.55
2026-01-17,PANERA BREAD #719,-26.45
2026-01-17,WHOLE FOODS MARKET,-140.66
2026-01-18,INTERNET SERVICE PROVIDER,-107.99
2026-01-18,UBER EATS,-104.39
2026-01-18,WINE AND SPIRITS SHOP,-222.75
2026-01-19,STARBUCKS #514,-10.2
2026-01-19,CHIPOTLE MEXICAN #430,-28.37
2026-01-20,WATER & SEWER UTILITY,-70.0
2026-01-20,APP STORE CHARGE,-6.74
2026-01-20,STARBUCKS #506,-10.56
2026-01-21,STARBUCKS #681,-12.98
2026-01-21,STARBUCKS #953,-11.4
2026-01-22,PANERA BREAD #929,-17.5
2026-01-22,PREMIUM GAS STATION,-128.25
2026-01-23,STARBUCKS #396,-12.9
2026-01-23,PARKING GARAGE,-38.84
2026-01-24,DUNKIN DONUTS #249,-10.89
2026-01-24,SHELL GAS STATION,-65.34
2026-01-25,MYSTERY SUBSCRIPTION,-2.69
2026-01-26,STARBUCKS #119,-8.8
2026-01-26,CHIPOTLE MEXICAN #254,-24.97
2026-01-27,CVS PHARMACY,-17.89
2026-01-28,DIGITAL SERVICE FEE,-4.71
2026-01-28,STARBUCKS #964,-9.04
2026-01-28,SHELL GAS STATION,-55.61
2026-01-29,STARBUCKS #806,-11.17
2026-01-29,TRADER JOES,-87.94
2026-01-29,SHELL GAS STATION,-66.11
2026-01-29,LYFT RIDE,-24.21
2026-01-30,CHEVRON FUEL,-78.64
