date,description,amount
2026-01-08,DISNEY+ STREAMING,-7.99
2026-01-08,PUBLIX SUPER,-80.33
2026-01-09,CHIPOTLE MEXICAN #157,-6.25
2026-01-09,CHEVRON FUEL,-59.02
2026-01-10,HULU SUBSCRIPTION,-14.99
2026-01-10,STARBUCKS #864,-3.48
2026-01-10,DUNKIN DONUTS #272,-3.34
2026-01-10,TRADER JOES,-51.48
2026-01-10,CHEVRON FUEL,-55.32
2026-01-10,CVS PHARMACY,-37.29
2026-01-11,DUNKIN DONUTS #760,-4.54
2026-01-11,CHIPOTLE MEXICAN #572,-7.99
2026-01-11,PANERA BREAD #616,-9.68
2026-01-12,AMAZON PRIME MEMBERSHIP,-8.24
2026-01-12,UNKNOWN APP PURCHASE,-2.99
2026-01-12,WHOLE FOODS MARKET,-66.22
2026-01-12,SHELL GAS STATION,-46.9
2026-01-12,SHELL GAS STATION,-50.83
2026-01-13,STARBUCKS #794,-2.94
2026-01-13,STARBUCKS #645,-2.69
2026-01-13,WHOLE FOODS MARKET,-70.38
2026-01-14,STARBUCKS #420,-2.6
2026-01-14,CHIPOTLE MEXICAN #693,-7.05
2026-01-14,CHIPOTLE MEXICAN #678,-8.04
2026-01-14,CHIPOTLE MEXICAN #746,-6.79
2026-01-14,PANERA BREAD #910,-6.47
2026-01-14,PANERA BREAD #957,-7.18
2026-01-14,WHOLE FOODS MARKET,-77.96
2026-01-15,ELECTRIC COMPANY - MONTHLY,-128.67
2026-01-15,GAS UTILITY BILL,-66.85
2026-01-15,PAYCHECK - DIRECT DEPOSIT,3200
2026-01-15,STARBUCKS #379,-3.21
2026-01-15,DUNKIN DONUTS #457,-3.17
2026-01-15,PANERA BREAD #163,-5.36
2026-01-15,CHEVRON FUEL,-40.36
2026-01-15,WENDYS,-24.16
2026-01-16,WHOLE FOODS MARKET,-56.91
2026-01-16,TRADER JOES,-54.33
2026-01-16,MINI GOLF,-65.21
2026-01-17,STARBUCKS #259,-5.51
2026-01-17,STARBUCKS #415,-4.68
2026-01-17,STARBUCKS #826,-4.79
2026-01-17,PANERA BREAD #719,-7.66
2026-01-17,WHOLE FOODS MARKET,-104.19
2026-01-18,INTERNET SERVICE PROVIDER,-79.99
2026-01-18,UBER EATS,-30.22
2026-01-18,WINE AND SPIRITS SHOP,-165.0
2026-01-19,STARBUCKS #514,-2.95
2026-01-19,CHIPOTLE MEXICAN #430,-8.21
2026-01-20,WATER & SEWER UTILITY,-51.85
2026-01-20,APP STORE CHARGE,-4.99
2026-01-20,STARBUCKS #506,-3.06
2026-01-21,STARBUCKS #681,-3.76
2026-01-21,STARBUCKS #953,-3.3
2026-01-22,PANERA BREAD #929,-5.07
2026-01-22,PREMIUM GAS STATION,-95.0
2026-01-23,STARBUCKS #396,-3.73
2026-01-23,PARKING GARAGE,-28.77
2026-01-24,DUNKIN DONUTS #249,-3.15
2026-01-24,SHELL GAS STATION,-48.4
2026-01-25,MYSTERY SUBSCRIPTION,-1.99
2026-01-26,STARBUCKS #119,-2.55
2026-01-26,CHIPOTLE MEXICAN #254,-7.23
2026-01-27,CVS PHARMACY,-13.25
2026-01-28,DIGITAL SERVICE FEE,-3.49
2026-01-28,STARBUCKS #964,-2.62
2026-01-28,SHELL GAS STATION,-41.19
2026-01-29,STARBUCKS #806,-3.23
2026-01-29,TRADER JOES,-65.14
2026-01-29,SHELL GAS STATION,-48.97
2026-01-29,LYFT RIDE,-17.93
2026-01-30,CHEVRON FUEL,-58.25
